filename,class,xmin,xmax,ymin,ymax
2007_000720.jpg,dog,217,305,118,263
2007_000727.jpg,bus,89,273,323,436
2007_000727.jpg,car,272,323,369,388
2007_000727.jpg,car,2,89,380,435
2007_000727.jpg,person,333,358,356,438
2007_000727.jpg,person,319,341,357,424
2007_000727.jpg,person,354,375,363,414
2007_000727.jpg,car,49,90,367,389
2007_000727.jpg,car,113,160,138,164
2007_000733.jpg,person,48,273,25,383
2007_000733.jpg,motorbike,103,448,201,435
2007_000738.jpg,aeroplane,1,496,124,235
2007_000762.jpg,diningtable,1,500,189,375
2007_000762.jpg,bottle,29,118,152,375
2007_000762.jpg,person,382,500,61,261
2007_000762.jpg,person,342,393,142,202
2007_000762.jpg,person,143,266,127,223
2007_000762.jpg,person,199,220,140,187
2007_000762.jpg,person,4,124,22,252
2007_000762.jpg,person,3,174,249,328
2007_000768.jpg,bus,369,475,103,283
2007_000768.jpg,bus,33,369,46,330
2007_000783.jpg,person,201,325,57,259
2007_000783.jpg,horse,112,441,100,409
2007_000793.jpg,person,289,316,100,183
2007_000793.jpg,person,241,270,111,180
2007_000793.jpg,person,218,236,107,178
2007_000793.jpg,person,402,467,67,259
2007_000793.jpg,person,65,84,110,161
2007_000793.jpg,person,96,114,107,159
2007_000793.jpg,person,100,190,78,282
2007_000793.jpg,person,273,295,103,182
2007_000793.jpg,bicycle,151,310,160,280
2007_000793.jpg,bus,2,51,80,135
2007_000799.jpg,horse,95,500,23,441
2007_000799.jpg,person,230,500,225,441
2007_000804.jpg,chair,94,153,243,304
2007_000804.jpg,chair,32,126,352,491
2007_000804.jpg,sofa,191,332,265,470
2007_000807.jpg,person,34,200,31,500
2007_000822.jpg,motorbike,98,230,165,346
2007_000822.jpg,motorbike,231,353,168,323
2007_000830.jpg,diningtable,124,352,182,370
2007_000830.jpg,chair,150,259,221,375
2007_000830.jpg,chair,252,348,201,347
2007_000830.jpg,chair,250,318,175,248
2007_000836.jpg,person,69,224,99,297
2007_000836.jpg,horse,93,226,162,442
2007_000837.jpg,boat,261,365,65,159
2007_000847.jpg,diningtable,1,208,279,500
2007_000847.jpg,person,61,296,111,500
2007_000862.jpg,person,305,318,131,151
2007_000862.jpg,boat,304,354,142,160
2007_000876.jpg,cat,117,376,31,329
2007_000876.jpg,cat,261,398,14,132
2007_000904.jpg,cow,237,338,167,263
2007_000904.jpg,person,17,165,113,238
2007_000904.jpg,horse,1,305,213,375
2007_000925.jpg,sheep,29,216,101,343
2007_000925.jpg,sheep,309,460,105,333
2007_000999.jpg,bottle,233,289,317,405
2007_000999.jpg,person,2,280,16,500
2007_001027.jpg,chair,203,254,174,273
2007_001027.jpg,chair,329,348,174,223
2007_001027.jpg,chair,256,306,189,292
2007_001027.jpg,chair,263,351,218,329
2007_001027.jpg,sofa,401,500,270,375
2007_001027.jpg,bicycle,58,94,156,218
2007_001027.jpg,tvmonitor,1,43,244,340
2007_001073.jpg,cow,55,149,178,248
2007_001073.jpg,cow,135,174,176,241
2007_001073.jpg,cow,227,282,153,236
2007_001073.jpg,cow,276,350,159,255
2007_001073.jpg,cow,327,425,152,240
2007_001073.jpg,cow,421,500,161,227
2007_001149.jpg,sofa,148,403,138,302
2007_001149.jpg,tvmonitor,75,146,85,153
2007_001149.jpg,pottedplant,1,142,7,375
2007_001154.jpg,sofa,1,174,233,375
2007_001154.jpg,pottedplant,134,171,230,274
2007_001175.jpg,person,119,367,153,329
2007_001175.jpg,person,157,256,169,230
2007_001175.jpg,tvmonitor,360,449,114,187
2007_001185.jpg,cat,197,289,199,323
2007_001185.jpg,person,78,289,78,375
2007_001185.jpg,diningtable,204,500,223,375
2007_001185.jpg,bottle,452,500,131,253
2007_001225.jpg,dog,100,303,212,414
2007_001239.jpg,dog,108,320,60,160
2007_001239.jpg,dog,228,381,138,375
2007_001239.jpg,dog,118,286,94,307
2007_001284.jpg,person,135,235,123,375
2007_001284.jpg,person,238,376,115,304
2007_001284.jpg,person,276,426,117,360
2007_001284.jpg,person,301,500,114,375
2007_001284.jpg,person,1,126,114,375
2007_001284.jpg,person,419,448,90,139
2007_001288.jpg,aeroplane,68,426,76,209
2007_001288.jpg,aeroplane,357,497,272,317
2007_001288.jpg,aeroplane,196,316,272,314
2007_001289.jpg,bird,157,355,98,188
2007_001299.jpg,cow,39,229,26,412
2007_001299.jpg,cow,211,319,240,408
2007_001299.jpg,cow,318,408,221,435
2007_001311.jpg,bicycle,465,490,104,166
2007_001311.jpg,bicycle,432,465,118,186
2007_001311.jpg,bicycle,334,380,128,220
2007_001311.jpg,bicycle,177,304,188,319
2007_001311.jpg,bicycle,12,181,161,319
2007_001311.jpg,person,463,495,67,154
2007_001311.jpg,person,431,468,75,171
2007_001311.jpg,person,333,387,79,201
2007_001311.jpg,person,187,291,106,293
2007_001311.jpg,person,27,163,61,280
2007_001321.jpg,car,1,456,98,333
2007_001340.jpg,dog,326,500,284,375
2007_001340.jpg,chair,213,406,48,266
2007_001340.jpg,person,150,252,140,375
2007_001340.jpg,person,92,331,111,374
2007_001377.jpg,aeroplane,273,318,163,250
2007_001397.jpg,dog,128,214,121,263
2007_001408.jpg,bottle,114,178,245,448
2007_001408.jpg,person,56,230,107,387
2007_001408.jpg,bottle,20,50,68,167
2007_001408.jpg,person,210,333,1,108
2007_001408.jpg,person,84,333,87,366
2007_001408.jpg,pottedplant,119,184,1,130
2007_001416.jpg,sheep,208,401,78,192
2007_001416.jpg,sheep,19,183,71,195
2007_001416.jpg,sheep,1,121,106,249
2007_001416.jpg,sheep,1,324,185,328
2007_001416.jpg,sheep,330,472,26,106
2007_001416.jpg,sheep,27,252,13,134
2007_001420.jpg,horse,192,340,109,270
2007_001420.jpg,person,281,364,80,268
2007_001420.jpg,pottedplant,436,500,148,306
2007_001423.jpg,person,124,382,56,333
2007_001430.jpg,diningtable,1,250,269,374
2007_001430.jpg,person,100,235,154,286
2007_001430.jpg,person,211,303,146,352
2007_001430.jpg,person,245,398,154,374
2007_001430.jpg,pottedplant,56,100,174,220
2007_001430.jpg,tvmonitor,316,418,1,66
2007_001430.jpg,pottedplant,344,428,83,214
2007_001439.jpg,diningtable,4,375,324,500
2007_001439.jpg,chair,195,273,282,336
2007_001457.jpg,sofa,136,350,121,264
2007_001457.jpg,chair,432,500,212,375
2007_001458.jpg,sofa,106,392,121,299
2007_001487.jpg,boat,242,277,117,151
2007_001526.jpg,person,3,114,18,298
2007_001526.jpg,person,109,214,51,297
2007_001526.jpg,person,212,316,35,297
2007_001526.jpg,person,289,387,33,297
2007_001526.jpg,person,381,500,15,297
2007_001558.jpg,person,1,286,56,329
2007_001558.jpg,person,283,500,15,328
2007_001568.jpg,aeroplane,3,400,42,372
2007_001583.jpg,person,312,412,45,282
2007_001583.jpg,person,70,232,16,375
2007_001585.jpg,person,197,328,115,358
2007_001585.jpg,sofa,6,425,180,341
2007_001585.jpg,bottle,58,72,158,191
2007_001586.jpg,horse,28,429,54,329
2007_001586.jpg,person,211,331,40,237
2007_001587.jpg,bicycle,204,274,249,325
2007_001594.jpg,sheep,270,334,153,208
2007_001594.jpg,sheep,231,269,153,209
2007_001594.jpg,sheep,179,206,149,210
2007_001594.jpg,sheep,151,180,142,210
2007_001594.jpg,sheep,206,239,150,212
2007_001594.jpg,person,335,400,93,218
2007_001594.jpg,dog,253,302,177,238
2007_001595.jpg,bus,268,442,162,296
2007_001595.jpg,bus,40,275,158,288
2007_001602.jpg,bottle,252,351,2,365
2007_001602.jpg,bottle,112,225,3,203
2007_001609.jpg,diningtable,3,374,120,500
2007_001609.jpg,chair,179,263,75,124
2007_001609.jpg,chair,333,375,117,220
2007_001609.jpg,chair,29,72,111,182
2007_001609.jpg,chair,4,34,169,265
2007_001627.jpg,person,104,280,7,475
2007_001630.jpg,person,26,54,14,114
2007_001630.jpg,person,190,268,27,214
2007_001630.jpg,person,74,200,95,358
2007_001630.jpg,person,155,343,196,500
2007_001630.jpg,person,333,373,32,255
2007_001630.jpg,bicycle,85,200,231,428
2007_001630.jpg,bicycle,149,340,358,500
2007_001667.jpg,person,251,298,115,217
2007_001677.jpg,diningtable,110,500,269,375
2007_001677.jpg,chair,52,140,230,375
2007_001678.jpg,tvmonitor,373,500,102,228
2007_001678.jpg,tvmonitor,252,349,109,200
2007_001678.jpg,person,107,256,192,333
2007_001678.jpg,person,119,157,62,110
2007_001678.jpg,chair,111,145,82,113
2007_001678.jpg,tvmonitor,164,195,60,84
2007_001686.jpg,person,112,206,168,500
2007_001698.jpg,boat,61,447,93,209
2007_001698.jpg,boat,39,358,138,233
2007_001704.jpg,tvmonitor,118,405,1,317
2007_001709.jpg,person,367,426,132,287
2007_001709.jpg,person,1,202,1,333
2007_001709.jpg,motorbike,1,412,45,333
2007_001717.jpg,tvmonitor,1,58,111,169
2007_001717.jpg,person,371,476,160,404
2007_001717.jpg,person,227,365,99,404
2007_001717.jpg,chair,146,263,207,366
2007_001724.jpg,horse,35,219,15,302
2007_001733.jpg,sheep,1,82,270,329
2007_001733.jpg,sheep,236,294,275,326
2007_001733.jpg,sheep,180,235,275,365
2007_001733.jpg,sheep,132,167,261,287
2007_001733.jpg,sheep,104,116,252,269
2007_001733.jpg,sheep,56,82,254,275
2007_001733.jpg,sheep,23,42,263,274
2007_001733.jpg,sheep,8,25,254,271
2007_001733.jpg,sheep,30,45,256,269
2007_001733.jpg,sheep,203,215,256,267
2007_001733.jpg,sheep,165,183,260,281
2007_001733.jpg,sheep,217,231,259,266
2007_001733.jpg,sheep,255,270,264,278
2007_001733.jpg,sheep,270,287,266,276
2007_001733.jpg,sheep,361,376,264,276
2007_001733.jpg,sheep,338,351,262,272
2007_001733.jpg,sheep,324,342,262,274
2007_001733.jpg,sheep,312,323,260,274
2007_001733.jpg,sheep,297,312,259,274
2007_001761.jpg,aeroplane,27,500,87,273
2007_001763.jpg,cat,281,500,119,375
2007_001763.jpg,dog,1,330,24,366
2007_001763.jpg,sofa,1,500,48,375
2007_001763.jpg,tvmonitor,83,195,1,16
2007_001764.jpg,cow,467,500,105,150
2007_001764.jpg,cow,278,349,103,147
2007_001764.jpg,cow,221,282,106,148
2007_001764.jpg,cow,134,223,103,148
2007_001764.jpg,cow,98,144,97,133
2007_001764.jpg,cow,2,11,112,140
2007_001774.jpg,cat,14,500,86,286
2007_001825.jpg,cat,1,403,39,300
2007_001825.jpg,dog,1,500,3,372
2007_001834.jpg,diningtable,46,456,39,304
2007_001857.jpg,car,1,500,11,374
2007_001857.jpg,person,397,479,1,127
2007_001857.jpg,person,328,413,1,122
2007_001857.jpg,person,226,327,1,117
2007_001857.jpg,person,168,236,3,104
2007_001857.jpg,person,86,145,1,45
2007_001857.jpg,person,132,173,32,67
2007_001872.jpg,sheep,153,355,22,342
2007_001884.jpg,bus,189,201,217,245
2007_001884.jpg,bus,200,311,216,251
2007_001884.jpg,bus,309,416,213,245
2007_001884.jpg,aeroplane,130,435,112,211
2007_001901.jpg,chair,192,247,261,390
2007_001901.jpg,chair,292,312,255,415
2007_001901.jpg,chair,233,308,258,400
2007_001901.jpg,diningtable,238,312,266,413
2007_001901.jpg,sofa,4,173,284,497
2007_001917.jpg,cow,191,266,167,210
2007_001917.jpg,cow,416,482,181,217
2007_001917.jpg,cow,341,420,173,220
2007_001955.jpg,horse,247,296,183,239
2007_001955.jpg,horse,212,248,178,226
2007_001960.jpg,horse,108,264,138,332
2007_002024.jpg,bus,337,500,124,273
2007_002024.jpg,bus,104,343,88,301
2007_002024.jpg,bus,1,71,109,297
2007_002024.jpg,person,174,207,160,199
2007_002046.jpg,horse,277,454,143,423
2007_002046.jpg,horse,1,269,67,433
2007_002055.jpg,dog,15,151,248,368
2007_002055.jpg,person,64,229,146,375
2007_002055.jpg,sofa,2,275,220,374
2007_002079.jpg,person,210,327,37,374
2007_002079.jpg,person,313,433,79,372
2007_002088.jpg,cow,1,470,30,332
2007_002094.jpg,bird,72,335,1,331
2007_002099.jpg,aeroplane,1,500,92,331
2007_002105.jpg,motorbike,169,407,96,276
2007_002105.jpg,person,237,358,99,240
2007_002107.jpg,aeroplane,408,449,243,257
2007_002119.jpg,tvmonitor,369,443,135,202
2007_002119.jpg,person,155,256,65,332
2007_002119.jpg,person,85,164,36,368
2007_002119.jpg,person,30,143,2,375
2007_002119.jpg,person,6,31,117,153
2007_002119.jpg,person,2,44,138,271
2007_002120.jpg,bird,228,347,35,90
2007_002120.jpg,person,64,496,24,334
2007_002132.jpg,tvmonitor,184,306,155,249
2007_002142.jpg,person,178,316,86,333
2007_002142.jpg,person,292,409,71,333
2007_002142.jpg,person,5,62,130,218
2007_002198.jpg,aeroplane,118,426,106,177
2007_002212.jpg,bird,42,459,72,247
2007_002216.jpg,bus,360,500,110,313
2007_002216.jpg,bus,65,396,104,319
2007_002227.jpg,tvmonitor,419,500,64,135
2007_002227.jpg,bicycle,33,450,20,330
2007_002234.jpg,boat,110,415,150,250
2007_002234.jpg,boat,1,136,83,166
2007_002260.jpg,motorbike,107,447,61,287
2007_002262.jpg,person,93,467,36,333
2007_002266.jpg,aeroplane,231,458,251,346
2007_002266.jpg,aeroplane,5,499,118,258
2007_002268.jpg,dog,65,242,256,354
2007_002268.jpg,cat,288,378,186,249
2007_002268.jpg,sofa,6,493,188,375
2007_002273.jpg,horse,116,190,51,181
2007_002273.jpg,person,121,186,14,118
2007_002281.jpg,car,1,387,30,213
2007_002281.jpg,person,189,214,54,96
2007_002284.jpg,pottedplant,18,106,1,88
2007_002284.jpg,pottedplant,1,25,40,84
2007_002284.jpg,pottedplant,120,216,19,116
2007_002284.jpg,pottedplant,176,234,48,125
2007_002284.jpg,pottedplant,169,240,121,243
2007_002284.jpg,pottedplant,110,250,278,493
2007_002293.jpg,person,2,264,47,500
2007_002293.jpg,person,87,287,131,500
2007_002344.jpg,person,3,333,44,500
2007_002361.jpg,pottedplant,21,148,199,486
2007_002361.jpg,person,294,375,296,500
2007_002368.jpg,sofa,41,75,224,277
2007_002368.jpg,sofa,284,333,316,500
2007_002368.jpg,chair,34,112,269,387
2007_002368.jpg,chair,183,272,274,391
2007_002368.jpg,diningtable,135,256,263,403
2007_002370.jpg,person,454,465,190,210
2007_002370.jpg,person,461,474,189,209
2007_002370.jpg,car,395,432,189,208
2007_002370.jpg,car,355,391,174,213
2007_002376.jpg,aeroplane,1,458,32,224
2007_002378.jpg,person,184,384,10,305
2007_002378.jpg,pottedplant,1,196,2,296
2007_002378.jpg,pottedplant,242,500,99,367
2007_002378.jpg,pottedplant,305,500,12,372
2007_002378.jpg,pottedplant,360,500,30,358
2007_002378.jpg,pottedplant,117,170,37,164
2007_002387.jpg,cow,246,342,170,244
2007_002387.jpg,person,220,250,153,252
2007_002387.jpg,person,194,214,128,166
2007_002387.jpg,person,160,188,130,167
2007_002400.jpg,bird,2,305,27,499
2007_002403.jpg,person,316,334,114,160
2007_002403.jpg,bird,373,407,182,226
2007_002403.jpg,boat,283,394,30,174
2007_002412.jpg,bird,274,305,181,220
2007_002412.jpg,bird,210,247,199,240
2007_002426.jpg,person,95,493,34,285
2007_002426.jpg,sofa,38,248,2,116
2007_002427.jpg,sofa,161,261,143,228
2007_002427.jpg,sofa,1,137,60,240
2007_002427.jpg,pottedplant,253,320,181,240
2007_002445.jpg,cat,13,349,89,490
2007_002462.jpg,train,54,500,75,158
2007_002470.jpg,cat,23,417,86,462
2007_002488.jpg,person,110,281,75,443
2007_002488.jpg,motorbike,11,375,226,500
2007_002539.jpg,bus,1,500,1,333
2007_002539.jpg,person,198,307,105,333
2007_002545.jpg,person,75,206,43,496
2007_002545.jpg,bottle,181,211,62,132
2007_002545.jpg,sofa,3,248,27,394
2007_002545.jpg,sofa,242,375,77,280
2007_002565.jpg,train,1,460,19,348
2007_002565.jpg,person,258,334,175,336
2007_002597.jpg,cat,88,422,173,375
2007_002597.jpg,dog,51,388,21,248
2007_002611.jpg,person,1,397,1,351
2007_002611.jpg,dog,152,337,131,298
2007_002618.jpg,sheep,17,483,20,343
2007_002619.jpg,aeroplane,26,345,15,476
2007_002624.jpg,person,109,281,142,375
2007_002624.jpg,person,254,360,150,256
2007_002624.jpg,diningtable,217,500,245,375
2007_002639.jpg,person,345,402,158,284
2007_002639.jpg,person,240,307,141,301
2007_002639.jpg,person,185,242,156,301
2007_002643.jpg,car,1,89,51,152
2007_002643.jpg,person,407,453,57,174
2007_002643.jpg,person,180,281,102,207
2007_002643.jpg,motorbike,181,302,133,282
2007_002648.jpg,sheep,104,302,157,372
2007_002648.jpg,sheep,239,350,148,225
2007_002648.jpg,sheep,38,255,100,267
2007_002668.jpg,diningtable,86,499,312,374
2007_002668.jpg,person,320,500,102,319
2007_002668.jpg,person,426,462,105,134
2007_002668.jpg,person,95,309,83,319
2007_002668.jpg,person,89,112,169,190
2007_002668.jpg,pottedplant,19,97,124,187
2007_002669.jpg,cow,292,372,137,174
2007_002669.jpg,cow,116,245,191,287
2007_002669.jpg,person,442,478,241,294
2007_002669.jpg,cow,163,273,184,269
2007_002719.jpg,boat,53,468,100,238
2007_002719.jpg,person,158,188,130,168
2007_002719.jpg,person,183,206,108,136
2007_002719.jpg,person,144,167,107,132
2007_002719.jpg,person,87,122,126,150
2007_002728.jpg,train,264,376,170,236
2007_002728.jpg,person,333,500,1,332
2007_002728.jpg,person,1,223,1,334
2007_002760.jpg,cat,256,500,28,277
2007_002760.jpg,cat,1,273,7,294
2007_002789.jpg,person,376,427,128,222
2007_002789.jpg,cow,50,174,130,219
2007_002789.jpg,cow,195,205,170,187
2007_002789.jpg,cow,220,241,172,189
2007_002789.jpg,cow,478,500,196,206
2007_002789.jpg,cow,461,479,194,208
2007_002789.jpg,cow,454,479,191,198
2007_002789.jpg,cow,415,429,188,198
2007_002789.jpg,cow,375,397,188,198
2007_002789.jpg,car,459,485,174,184
2007_002789.jpg,car,376,402,175,182
2007_002789.jpg,car,314,337,173,184
2007_002789.jpg,car,239,259,173,182
2007_002823.jpg,motorbike,93,448,227,375
2007_002823.jpg,person,213,327,149,344
2007_002824.jpg,person,1,500,13,431
2007_002845.jpg,sheep,284,326,196,216
2007_002845.jpg,sheep,14,175,265,347
2007_002845.jpg,sheep,140,186,199,235
2007_002845.jpg,sheep,220,248,210,229
2007_002845.jpg,sheep,254,279,204,227
2007_002845.jpg,sheep,230,256,201,220
2007_002852.jpg,dog,38,298,57,157
2007_002852.jpg,dog,68,458,147,237
2007_002852.jpg,dog,22,387,202,361
2007_002895.jpg,person,388,419,194,339
2007_002895.jpg,person,415,447,192,338
2007_002896.jpg,bird,124,253,71,500
2007_002903.jpg,cow,16,480,19,376
2007_002914.jpg,diningtable,2,397,266,375
2007_002914.jpg,person,287,500,13,374
2007_002953.jpg,bottle,25,93,102,325
2007_002953.jpg,bottle,94,166,104,337
2007_002953.jpg,bottle,165,247,103,347
2007_002953.jpg,tvmonitor,216,416,52,304
2007_002953.jpg,tvmonitor,89,162,61,141
2007_002954.jpg,person,118,200,22,292
2007_002954.jpg,person,351,461,166,375
2007_002967.jpg,pottedplant,167,255,1,255
2007_002967.jpg,pottedplant,7,153,153,266
2007_002967.jpg,pottedplant,142,237,333,436
2007_003000.jpg,aeroplane,193,278,114,164
2007_003011.jpg,diningtable,1,238,303,375
2007_003011.jpg,chair,1,67,269,316
2007_003011.jpg,chair,92,249,291,375
2007_003011.jpg,sofa,198,385,192,258
2007_003011.jpg,sofa,274,478,218,374
2007_003011.jpg,chair,392,419,194,217
2007_003011.jpg,tvmonitor,35,142,141,243
2007_003011.jpg,tvmonitor,211,250,150,190
2007_003020.jpg,pottedplant,405,444,205,245
2007_003020.jpg,pottedplant,415,450,270,325
2007_003020.jpg,person,72,172,122,375
2007_003020.jpg,person,171,281,117,375
2007_003020.jpg,person,256,337,142,352
2007_003020.jpg,person,330,405,130,342
2007_003022.jpg,horse,153,416,80,286
2007_003022.jpg,person,241,299,51,181
2007_003051.jpg,car,30,283,82,207
2007_003088.jpg,bottle,107,154,269,366
2007_003088.jpg,person,69,330,65,375
2007_003088.jpg,person,209,286,91,211
2007_003091.jpg,person,35,270,168,495
2007_003091.jpg,person,43,333,2,458
2007_003101.jpg,bus,292,500,1,253
2007_003101.jpg,bus,197,263,59,209
2007_003101.jpg,bus,1,211,2,295
2007_003101.jpg,car,257,289,170,188
2007_003104.jpg,person,64,161,71,368
2007_003106.jpg,cat,208,404,238,324
2007_003106.jpg,person,185,401,15,374
2007_003110.jpg,dog,213,275,127,266
2007_003110.jpg,dog,121,188,107,234
2007_003118.jpg,bird,207,286,21,108
2007_003118.jpg,bird,361,461,153,220
2007_003118.jpg,bird,298,373,174,248
2007_003118.jpg,person,125,391,73,333
2007_003118.jpg,person,362,472,206,333
2007_003131.jpg,boat,340,410,214,330
2007_003134.jpg,person,64,184,86,317
2007_003134.jpg,person,160,300,72,284
2007_003134.jpg,person,270,483,1,366
2007_003137.jpg,bus,1,406,45,310
2007_003143.jpg,car,33,482,72,254
2007_003169.jpg,cat,54,474,113,332
2007_003169.jpg,sofa,2,249,64,211
2007_003178.jpg,train,72,411,138,269
2007_003188.jpg,bicycle,54,320,125,375
2007_003188.jpg,person,257,435,4,375
2007_003189.jpg,horse,175,271,170,334
2007_003189.jpg,person,163,289,54,284
2007_003189.jpg,pottedplant,177,268,328,477
2007_003189.jpg,pottedplant,143,214,285,348
2007_003189.jpg,pottedplant,90,139,269,359
2007_003190.jpg,sheep,100,269,30,179
2007_003190.jpg,sheep,2,115,47,220
2007_003190.jpg,sheep,7,107,47,265
2007_003190.jpg,sheep,123,282,93,458
2007_003191.jpg,person,3,351,1,333
2007_003194.jpg,dog,1,374,16,299
2007_003195.jpg,bus,167,321,149,276
2007_003195.jpg,car,327,474,227,269
2007_003201.jpg,cow,1,166,53,260
2007_003201.jpg,cow,137,416,25,298
2007_003201.jpg,cow,320,500,30,261
2007_003205.jpg,person,28,306,76,376
2007_003205.jpg,chair,11,322,168,447
2007_003207.jpg,bottle,124,162,6,102
2007_003207.jpg,bottle,94,132,36,91
2007_003207.jpg,bottle,71,108,57,166
2007_003207.jpg,bottle,100,150,58,188
2007_003207.jpg,bottle,13,61,71,184
2007_003207.jpg,bottle,152,203,115,237
2007_003207.jpg,bottle,216,261,102,222
2007_003207.jpg,bottle,259,307,134,260
2007_003207.jpg,bottle,308,356,126,251
2007_003207.jpg,bottle,350,408,139,264
2007_003226.jpg,person,71,286,43,485
2007_003251.jpg,diningtable,120,392,159,340
2007_003251.jpg,chair,278,446,226,375
2007_003251.jpg,chair,258,353,158,283
2007_003251.jpg,chair,109,218,174,330
2007_003251.jpg,chair,135,202,148,233
2007_003267.jpg,bird,2,500,69,333
2007_003286.jpg,train,66,448,61,301
2007_003329.jpg,person,11,284,15,495
2007_003330.jpg,bird,268,375,96,247
2007_003330.jpg,bird,166,238,70,146
2007_003349.jpg,bird,88,327,55,289
2007_003367.jpg,person,1,38,174,253
2007_003367.jpg,person,3,22,200,316
2007_003367.jpg,motorbike,15,111,213,302
2007_003367.jpg,pottedplant,354,389,167,267
2007_003367.jpg,pottedplant,387,418,130,170
